mu,threshold,relative_diff_log,sum,difference
0.13593604188495045,0.21338338222399839,0.18660677622483887,0.34931942410894884,-0.07744734033904793
0.1952520701940281,0.31005713956119685,0.2087170186441285,0.505309209755225,-0.11480506936716875
0.2314881807444833,0.3102534709536987,0.24547276224115058,0.541741651698182,-0.07876529020921541
0.2507359510959165,0.2609084289538046,0.2673269689953364,0.5116443800497211,-0.010172477857888107
0.3065743887537397,0.5966415096245063,0.3090951039833299,0.9032158983782461,-0.29006712087076664
0.24173002412330533,0.2050665334743586,0.35375605264338245,0.4467965575976639,0.03666349064894672
0.21230848615034464,0.14860711133980353,0.2701765638068178,0.3609155974901482,0.06370137481054111
0.23753149857256736,0.3757353804063038,0.23037673648322196,0.6132668789788711,-0.13820388183373641
0.1621259974338209,0.14986182298450296,0.19619155011253364,0.31198782041832385,0.012264174449317933
0.169705825468398,0.27408733726229584,0.23033148520075739,0.4437931627306938,-0.10438151179389785
0.18125619309255234,0.1717673872616436,0.21379630279745881,0.3530235803541959,0.009488805830908748
0.19577647973326714,0.13509255977209358,0.1592389144083879,0.33086903950536073,0.06068391996117356
0.23171731956543068,0.2127544607572946,0.20327079682028307,0.4444717803227253,0.018962858808136085
0.16084645920202592,0.13017511226184,0.16583369251080027,0.2910215714638659,0.030671346940185917
0.20594694641175929,0.10962657506818013,0.22611388457771736,0.31557352147993945,0.09632037134357915
0.22965888619531555,0.21090243366926065,0.35381756905925554,0.4405613198645762,0.0187564525260549
0.24474606030748616,0.200525310253357,0.17868961511732523,0.44527137056084315,0.044220750054129176
0.20751901510993268,0.15557613235868403,0.20233417156514896,0.3630951474686167,0.05194288275124864
0.16801572490149472,0.187155123970498,0.18650860459165175,0.3551708488719927,-0.019139399069003277
0.19397849080508317,0.23251885780517517,0.019698253520760815,0.42649734861025834,-0.038540367000092
0.2260763406143199,0.33538916071808994,0.5301798201546697,0.5614655013324098,-0.10931282010377005
0.16012387143568804,0.22477376554393375,0.1996547360373485,0.38489763697962176,-0.0646498941082457
0.14006770214132191,0.21471433798939904,0.002190755004967321,0.35478204013072095,-0.07464663584807713
0.083543074944101,0.06681142206102257,0.06956966408423183,0.15035449700512357,0.01673165288307843
0.09886254545543749,0.08217127178164019,0.1101188802160455,0.18103381723707768,0.016691273673797302
0.16534958385460582,0.16851901268342928,0.026772266393456683,0.33386859653803513,-0.0031694288288234562
0.15947827952017177,0.15817174577376392,0.11846534507597721,0.3176500252939357,0.0013065337464078508
0.2370686688276405,0.3084623701451665,0.05298132010052289,0.545531038972807,-0.07139370131752598
0.2186866639592673,0.1854922022072203,0.1111030717897911,0.40417886616648757,0.033194461752047016
0.2509123572196584,0.1798785576825466,0.4821947274617048,0.430790914902205,0.07103379953711178
0.199449428106542,0.18999577241578508,0.204199726092917,0.3894452005223271,0.009453655690756929
0.18676439399792547,0.2076411048900873,0.04582409303436377,0.3944054988880128,-0.020876710892161837
0.23368409124738584,0.5448710573128345,0.001242723030480516,0.7785551485602203,-0.3111869660654486
0.12966452858679614,0.14324105168229834,0.20230220381512998,0.2729055802690945,-0.013576523095502196
0.23705695540443272,0.3932251824897776,0.03585105869519967,0.6302821378942103,-0.1561682270853449
0.18737283049831754,0.21734847571435711,0.14215074056980426,0.40472130621267466,-0.02997564521603957
0.2132712876373258,0.21961721110473714,0.15465942333765348,0.4328884987420629,-0.006345923467411335
0.2527191891712457,0.49224336957721715,0.10509549484188395,0.7449625587484628,-0.23952418040597145
0.19577845002111036,0.21179196303880488,0.07687319324572577,0.40757041305991526,-0.01601351301769452
0.19225033430919103,0.14507083263946913,0.24538231928410253,0.33732116694866016,0.0471795016697219
0.23971444757092508,0.24311544473428987,0.031792594068197476,0.48282989230521495,-0.003400997163364783
0.2170837147116947,0.2794591373644145,0.10463700405433571,0.4965428520761092,-0.062375422652719836
0.19270206787053865,0.23282947344882055,0.0014120763846593835,0.4255315413193592,-0.0401274055782819
0.15565142934875162,0.19694493168134244,0.04151924425526475,0.35259636103009406,-0.041293502332590826
0.20187050385183627,0.3135860162742216,0.404318238607795,0.5154565201260579,-0.11171551242238534
0.08294461504604582,0.13675317711991702,0.030882169954902252,0.21969779216596286,-0.053808562073871205
0.2150295736764577,0.3133830322612743,0.6839620762334492,0.528412605937732,-0.09835345858481659
0.1416173965690202,0.26456475978229094,0.4505143036242615,0.40618215635131116,-0.12294736321327074
0.13929314030365877,0.2655638845075473,0.1594644057790101,0.4048570248112061,-0.12627074420388854
0.12014823541682006,0.25827844989497395,0.2058398883397126,0.378426685311794,-0.13813021447815388
0.13903852392296992,0.12194634058355848,0.17065763315610916,0.2609848645065284,0.01709218333941144
0.26883931187426685,0.3863090538265031,0.42431811707390676,0.65514836570077,-0.11746974195223625
0.3407831524949698,0.45543341969656004,1.0976056635117175,0.7962165721915299,-0.11465026720159022
0.23974894676008712,0.29604767955541333,0.26160678218079836,0.5357966263155005,-0.05629873279532621
0.20192460605266246,0.2792548259381059,0.021210912081531395,0.4811794319907684,-0.07733021988544345
0.2996998611664876,0.38402009026781336,0.3377657227949486,0.683719951434301,-0.08432022910132575
0.3676335312424497,0.47263162845850226,0.38436650928085875,0.840265159700952,-0.10499809721605258
0.20975398498401807,0.2413957484736189,0.7053640204183511,0.451149733457637,-0.03164176348960082
0.24703161110213767,0.33581137819626883,0.3758253404239303,0.5828429892984065,-0.08877976709413116
0.2294002304701608,0.35288708934858287,0.24806432544768078,0.5822873198187437,-0.12348685887842206
0.2963759357057699,0.3861568605847914,0.3655297522063069,0.6825327962905613,-0.08978092487902145
0.3370455021039667,0.613704298568033,0.1763377176553875,0.9507498006719997,-0.27665879646406627
0.22223354034263754,0.31377590584410986,0.03974095260540495,0.5360094461867474,-0.09154236550147232
0.3008227526002472,0.376809095805432,0.41322686114098145,0.6776318484056791,-0.07598634320518477
0.21054180160509972,0.23216471265692068,0.5516331939187679,0.4427065142620204,-0.02162291105182096
0.2797690696384966,0.3380383509763323,0.4116554439342218,0.617807420614829,-0.058269281337835654
0.1848744141043885,0.18803481917629333,0.2663183791354368,0.3729092332806818,-0.0031604050719048205
0.23050555869517486,0.2758588917315212,0.36349198639974956,0.5063644504266961,-0.045353333036346366
0.24344045110955378,0.3627259889394096,0.710313571141227,0.6061664400489634,-0.11928553782985582
0.223629570082872,0.3274125176580017,0.035370021073303046,0.5510420877408737,-0.10378294757512974
0.25520099605506086,0.4337602088644038,0.13465124131785533,0.6889612049194647,-0.17855921280934295
0.13967937749505216,0.34024844020282285,0.016223718436227816,0.479927817697875,-0.2005690627077707
0.11290746685076099,0.1118190103483319,0.04813961075480007,0.2247264771990929,0.001088456502429086
0.18040957962301649,0.25930502131005695,0.13386090704567635,0.43971460093307346,-0.07889544168704046
0.2153687875931102,0.25646843194920843,0.21977178169926062,0.4718372195423186,-0.041099644356098225
0.16347123981021078,0.17840570143365664,0.07776962002849787,0.3418769412438674,-0.01493446162344586
0.2053188707903585,0.18481009553061972,0.2578850277129631,0.3901289663209782,0.020508775259738765
0.22229183976201855,0.23492267550696178,0.6160590353526777,0.4572145152689803,-0.012630835744943225
0.1838053341879414,0.17790667399457225,0.014717627723240737,0.36171200818251364,0.005898660193369154
0.16935231409331494,0.13517900959896462,0.10706109100723317,0.30453132369227953,0.034173304494350326
0.24489446352939595,0.48744002595329855,0.12882377713767823,0.7323344894826945,-0.2425455624239026
0.15913924875433297,0.1602637581424032,0.13232083514739118,0.3194030068967362,-0.0011245093880702384
0.16660898303344404,0.12007202936166261,0.1472988047997226,0.2866810123951067,0.04653695367178143
0.26040459156091367,0.29372144981727644,0.15546592281055988,0.5541260413781901,-0.03331685825636277
0.18339714911400992,0.24306373636920642,0.15415765750823868,0.42646088548321637,-0.059666587255196496
0.2591243811744266,0.4088541448469092,0.14795255065625088,0.6679785260213358,-0.14972976367248259
0.2863893204513297,0.5796598938384059,0.010008503033754383,0.8660492142897356,-0.2932705733870762
0.26938234300764763,0.42906663099580644,0.10914242216837601,0.6984489740034541,-0.1596842879881588
0.26933194651971387,0.32365680180272827,0.09205890864514002,0.5929887483224421,-0.054324855283014395
0.20464067273524778,0.17101658661481742,0.06906815925511614,0.3756572593500652,0.03362408612043036
0.16508185261990144,0.12432267368552977,0.1512483522537452,0.28940452630543123,0.04075917893437167
0.1621588255423277,0.16256297147402726,0.041031826234497665,0.32472179701635495,-0.00040414593169957325
0.14109355273949914,0.12750115774848905,0.01962533917451133,0.2685947104879882,0.013592394991010087
0.2630488378326503,0.3688251823342104,0.09486864195032003,0.6318740201668607,-0.1057763445015601
0.19004969984207837,0.23145866343535193,0.03582297310773472,0.4215083632774303,-0.04140896359327356
0.19159227867225453,0.34253709686324624,0.8180695355147896,0.5341293755355008,-0.1509448181909917
0.18042490881100504,0.41355630201776056,0.7466722524799981,0.5939812108287656,-0.23313139320675552
0.17809870820285134,0.3287899591117094,0.38203878737391994,0.5068886673145607,-0.15069125090885804
0.13998158514090864,0.16434072722616402,0.4451054611218993,0.30432231236707263,-0.024359142085255386
0.1880134449651236,0.20806596710098008,0.3063563007437557,0.39607941206610364,-0.020052522135856482
0.1489834078283987,0.13619603131455865,0.09387438814873544,0.28517943914295735,0.012787376513840043
0.27713958212297635,0.3983165214901246,0.08960439104451733,0.6754561036131009,-0.12117693936714824
0.20889821304167486,0.2467219485975953,0.10054622981764552,0.45562016163927016,-0.037823735555920446
0.2623787205985437,0.4835853935186074,0.11591976328702766,0.7459641141171511,-0.22120667292006368
0.26173302537210436,0.34860652586781765,0.19835613808326955,0.610339551239922,-0.0868735004957133
0.17163685668738476,0.1645390225065034,0.06259149785274037,0.33617587919388814,0.007097834180881363
0.22540592464495215,0.147302006974958,0.15741760433359522,0.3727079316199101,0.07810391766999417
0.3061124883155425,0.41512655348307975,0.2162600014236575,0.7212390417986223,-0.10901406516753726
0.2270458902527407,0.19515071260052014,0.1637998981742093,0.4221966028532608,0.03189517765222055
0.1994259294697421,0.22340752279822418,0.23957030039629004,0.4228334522679663,-0.02398159332848207
0.19435165767825152,0.23442134754733243,0.2919551082370179,0.4287730052255839,-0.04006968986908091
0.29163658594215125,0.24974766914979096,0.31552330295077374,0.5413842550919422,0.04188891679236029
0.2682027920459763,0.17696048678972998,0.24876492182721574,0.4451632788357063,0.09124230525624633
0.2255902108090708,0.16404036691215526,0.2916865401056866,0.38963057772122606,0.061549843896915535
0.19697727536756898,0.1937556127703836,0.2588089916420052,0.3907328881379526,0.0032216625971853707
0.224487128451905,0.2821703261124452,0.17797639167298707,0.5066574545643502,-0.0576831976605402
0.16697680334121817,0.17778987722650663,0.03142411227479886,0.3447666805677248,-0.01081307388528846
0.14839879620931923,0.15679557513106077,0.19189716082165068,0.30519437134037997,-0.008396778921741538
0.15359913566243272,0.18224507502424098,0.2184538222294694,0.3358442106866737,-0.02864593936180826
0.1341646982741928,0.168841516654576,0.20861103101235387,0.3030062149287688,-0.034676818380383195
0.10451680191493942,0.1703409604394845,0.1927980793484484,0.27485776235442394,-0.06582415852454507
0.13369553120165686,0.1593068619917369,0.18039980100728353,0.2930023931933938,-0.025611330790080045
0.12239470611471095,0.16416219577992275,0.2572116830103155,0.2865569018946337,-0.04176748966521179
0.16054993231146783,0.20296255993253023,0.2884432505098326,0.36351249224399806,-0.042412627621062404
0.20063714840783745,0.33317292627232276,0.26158681169679787,0.5338100746801602,-0.1325357778644853
0.19559047729998258,0.2966098233643881,0.3118063259292884,0.4922003006643707,-0.10101934606440555
0.19650023173734676,0.2505422559492585,0.28650083020946865,0.44704248768660526,-0.05404202421191173
0.17444879403461544,0.21335470299435805,0.3050778706981252,0.3878034970289735,-0.03890590895974261
0.25270618676719064,0.38119857937880164,0.3312039835221225,0.6339047661459922,-0.128492392611611
0.238747857639259,0.4045678557877216,0.41124225582213864,0.6433157134269806,-0.1658199981484626
0.21817023755608186,0.276741492264221,0.41947883536023567,0.49491172982030285,-0.05857125470813915
0.2456327610920124,0.36530630138405196,0.4315818667300308,0.6109390624760643,-0.11967354029203955
0.2000201725861319,0.2562985292768185,0.4358653066780891,0.4563187018629504,-0.05627835669068662
0.25808845475505116,0.425889535298845,0.47751383685218735,0.6839779900538961,-0.16780108054379383
0.20480205037582433,0.30960337641655244,0.45594371990443283,0.5144054267923768,-0.10480132604072812
0.23263711716402533,0.35818014606322846,0.5394833025146735,0.5908172632272538,-0.12554302889920313
0.18964637483224736,0.2176415602685387,0.5023063349818162,0.4072879351007861,-0.027995185436291342
0.23494468208811808,0.30107421970175446,0.5004661913388433,0.5360189017898725,-0.06612953761363638
0.19344097653682876,0.2251326176369734,0.5080158607616774,0.41857359417380213,-0.031691641100144635
0.19628624639774267,0.24750808177699343,0.5286612735841607,0.4437943281747361,-0.05122183537925076
0.1810627243328018,0.2366519384588183,0.4559096930981539,0.41771466279162006,-0.0555892141260165
0.19117797649171603,0.23496269564258299,0.5229040961690724,0.426140672134299,-0.04378471915086696
0.1678479643656084,0.23172867896785682,0.3939273102711012,0.3995766433334652,-0.06388071460224842
0.17819792698346573,0.2854700221142895,0.45612499805910545,0.4636679490977552,-0.10727209513082378
0.19430303105065957,0.3593825819104243,0.38094114418815955,0.5536856129610839,-0.16507955085976475
0.17661819753159932,0.21702278110570927,0.4565466422484906,0.3936409786373086,-0.04040458357410995
0.2495787225889563,0.3502625350386188,0.46110115913768485,0.5998412576275751,-0.10068381244966251
0.23104166819648728,0.1859471657461913,0.38902295203372783,0.4169888339426786,0.045094502450295976
0.3321096477177534,0.38882084841170067,0.34212846194721064,0.720930496129454,-0.05671120069394725
0.21741829888256914,0.17749325722606904,0.3780254522949731,0.39491155610863815,0.0399250416565001
0.3017160280265377,0.27547748058358157,0.48959963141037227,0.5771935086101192,0.026238547442956117
0.2829217734940669,0.20440556472671914,0.5459502408896771,0.487327338220786,0.07851620876734774
0.351545083716365,0.6479346626411211,0.5052842760837881,0.999479746357486,-0.2963895789247561
0.2909555895647068,0.3360112493994314,0.5370686856671615,0.6269668389641382,-0.04505565983472459
0.2836541538282938,0.30413407574055223,0.581579294224108,0.587788229568846,-0.020479921912258447
0.21172996538368455,0.2194626488292366,0.5857793969866197,0.43119261421292115,-0.007732683445552058
0.21761499055475664,0.22770697376863264,0.6207532697227741,0.4453219643233893,-0.010091983213875999
0.23578064287970188,0.22537248965845919,0.6169606909227792,0.46115313253816104,0.010408153221242694
0.17835443565302223,0.2133321336046817,0.5145722275183141,0.39168656925770395,-0.034977697951659475
0.23724512799589473,0.19760504627742514,0.35389301395679684,0.43485017427331984,0.03964008171846958
